Course_Number,Course_Title,Credit_Hours
ENGR 2797.08,Engineering Study Abroad in Middle East,0.50 - 12.00
ENGR 2797.09,Engineering Study Abroad in Africa,0.50 - 12.00
ENGR 2797.10,Engineering Study Abroad in Europe,0.50 - 12.00
ENGR 2797.11S,"Service Learning Trip to Montana de Luz, Honduras",3.00
ENGR 3194,Group Studies in Engineering,1.00 - 4.00
ENGR 4191,Professional Practice in Engineering,0.00
ENGR 4193,Individual Studies in Engineering,1.00 - 4.00
ENGR 4194,Group Studies in Engineering,1.00 - 4.00
ENGR 4194H,Group Studies in Engineering Honors,1.00 - 4.00
ENGR 4375,Inclusive Leadership Practice for Emerging Professionals,1.00
ENGR 4692.01S,Service Learning in Engineering,1.00 - 3.00
ENGR 4692.02S,Engineering Service Learning Ghana Preparation,3.00
ENGR 4850S,Translating Engineering Research to K-8 (TEK8),3.00
ENGR 4891,"Colloquia, Workshops, and College Seminars",1.00 - 4.00
ENGR 4891.01,College Seminar - Perspectives on Sustainability,1.00
ENGR 4891.02,College Seminar - Promoting Creativity and Innovation,2.00
ENGR 4910,Tools for Engineering Career Success,1.00
ENGR 4998.01,Undergraduate Research in Engineering Education,1.00 - 4.00
ENGR 4998.02,Undergraduate Research in Engineering,1.00 - 4.00
ENGR 4999H,Engineering Education Research for Thesis,1.00 - 5.00
ENGR 5081.01,Engineering Capstone Collaboration I,3.00
ENGR 5081.02,Engineering Capstone Collaboration II,3.00
ENGR 5194,Group Studies in Engineering,1.00 - 4.00
ENGR 5680,Leading in Engineering Organizations,1.50
ENGR 5695,Engineering Teamwork Seminar,1.00
ENGR 5797.01,Engineering Study Abroad in North America,0.50 - 12.00
ENGR 5797.02,Engineering Study Abroad in Central America,0.50 - 12.00
ENGR 5797.03,Engineering Study Abroad in South America,0.50 - 12.00
ENGR 5797.04,Engineering Study Abroad in East Asia,0.50 - 12.00
ENGR 5797.05,Engineering Study Abroad in South Asia,0.50 - 12.00
ENGR 5797.06,Engineering Study Abroad in Central Asia,0.50 - 12.00
ENGR 5797.07,Engineering Study Abroad in Oceania,0.50 - 12.00
ENGR 5797.08,Engineering Study Abroad in Middle East,0.50 - 12.00
ENGR 5797.09,Engineering Study Abroad in Africa,0.50 - 12.00
ENGR 5797.10,Engineering Study Abroad in Europe,0.50 - 12.00
ENGR 5797.11S,Engineering Service-Learning in Honduras,3.00
ENGR 5797.12,Exploring Culture and Engineering in India,3.00
ENGR 5797.13,Engineering the Castles and Cathedrals of England and Wales,3.00
ENGR 5797.14,OSU - Colombia Collaboration,3.00
ENGR 5797.15,Korea Aerospace University International Summer Program,3.00
ENGR 5797.16S,Solar Engineering Service-Learning,3.00
ENGR 5797.17S,Engineering Service-Learning Ghana In Country,4.00
ENGR 5797.18,Engineering of Ancient Greece,3.00
ENGR 5797.19,Design Principles and Biomedical Research at Nanjing University,3.00
ENGR 5797.20,Sustainable and Resilient Infrastructure in Italy,3.00
ENGR 5797.21S,Sustainable and Resilient Tanzanian Communities - Engineering,1.00 - 3.00
ENGR 5797.22S,Guatemala Service-Learning,3.00
ENGR 5797.23,Humanitarian Engineering and Culture in Guyana,3.00
ENGR 5797.24,Sustainable Community Development - Honduras,3.00
ENGR 5797.25,International Perspectives on Aviation,3.00
ENGR 5797.26,Japanese American Design Experience (JADE),3.00
ENGR 5901.01,Multidisciplinary Engineering Capstone Design Project I,3.00
ENGR 5901.02H,Multidisciplinary Engineering Capstone Design Project 1 - Honors IBE,3.00
ENGR 5902.01,Multidisciplinary Engineering Capstone Design Project II,3.00
ENGR 5902.02H,Multidisciplinary Engineering Capstone Design Project II - Honors IBE,3.00
ENGR 6000,ENG Graduate Professional Development,1.00
ENGR 6193,Individual Studies in Engineering,1.00 - 4.00
ENGR 6194,Group Studies in Engineering,1.00 - 4.00
ENGR 6210,Leadership and Team Effectiveness for Engineers,3.00
ENGR 6220,Financial and Managerial Accounting for Engineers,3.00
ENGR 6230,Technology Strategy & Innovation for Engineers,3.00
ENGR 6240,Operational Excellence Master of Engineering Management Capstone,3.00
ENGR 6850S,Translating Engineering Research to K-8 (TEK8),3.00
ENGR 6892.01,Studies in Engineering for In-Service Teachers,1.00
ENGR 7100,MGEL Integrative Project,1.00 - 5.00
ENGR 7193,Individual Studies in Engineering,1.00 - 4.00
ENGR 7194,Group Studies in Engineering,1.00 - 4.00
ENGR 7200,Engineering Ethics and Professionalism,1.00
ENGR 7710,Engineering Research Communications,3.00
ENGR 7881,Interdepartmental Seminar,1.00 - 4.00
ENGR 7891,"Colloquia, Workshops, and Seminars",1.00 - 4.00
ENGR 8194,Group Studies in Engineering,1.00 - 4.00
ENGR 8998,Research in Engineering Education,1.00 - 10.00
ENGR 8999,Research in Engineering Education for Dissertation,1.00 - 10.00
ENGREDU 4999,Undergraduate Thesis Research in Engineering Education,1.00 - 5.00
ENGREDU 4999H,Undergraduate Honors Thesis Research in Engineering Education,1.00 - 5.00
ENGREDU 6100,Foundations and the Field of Engineering Education,3.00
ENGREDU 6194,Group Studies in Engineering Education,1.00 - 4.00
ENGREDU 6200,"Learning Theory, Pedagogy, and Assessment in Engineering Education",3.00
ENGREDU 7189.01,Teaching Preparation and Support,2.00
ENGREDU 7189.02,Professional Development in College Teaching,1.00
ENGREDU 7193,Individual Studies in Engineering Education,1.00 - 4.00
ENGREDU 7194,Group Studies in Engineering Education,1.00 - 4.00
ENGREDU 7780,Research Design in Engineering Education,3.00
ENGREDU 7881,Seminar in Engineering Education,1.00
ENGREDU 7900,Career Exploration and Professional Development,3.00
ENGREDU 8998,Research in Engineering Education,1.00 - 5.00
ENGREDU 8999,Research in Engineering Education for Dissertation,1.00 - 18.00
ENGRTEC 1200,Introduction to Engineering Technology,1.00
ENGRTEC 1500,Manufacturing Processes I,3.00
ENGRTEC 1600,Engineering Graphics,3.00
ENGRTEC 2100,Introduction to Robotics with Vision,2.00
ENGRTEC 2300,Electrical Circuits for Engineering Technology,3.00
ENGRTEC 2500,Manufacturing Processes II,2.00
ENGRTEC 3100,Material Science with Engineering Technology Applications,0.50
ENGRTEC 3600,"Technology, Structure and Applications for Controls",3.00
ENGRTEC 3700,Mechanical Processes,3.00
ENGRTEC 3800,Project Management for Engineering Technology,3.00
ENGRTEC 3900,Industrial Automation PLC1,3.00
ENGRTEC 4191.01,Professional Development Internship in Eng Tech I,1.00
ENGRTEC 4191.02,Professional Development Internship in Eng Tech II,2.00
ENGRTEC 4200,Industrial Automation - PLC2,3.00
ENGRTEC 4250,Lean Six Sigma Foundations,3.00
ENGRTEC 4300,Facility Layout and Integration,3.00
ENGRTEC 4400,Leadership and Change Management,3.00
ENGRTEC 4500,Intelligent Manufacturing and Automation,3.00
ENGRTEC 4600,Power and Drives,3.00
ENGRTEC 4700,"Networks, Security, & Safety Applications",3.00
ENGRTEC 4900,ENGRTEC Capstone I,3.00
ENGRTEC 4910,ENGRTEC Capstone II,3.00
ENVENG 2100,Environmental Engineering Analytical Methods,3.00
ENVENG 2193,Individual Studies in Environmental Engineering,1.00 - 5.00
ENVENG 2194,Group Studies in Environmental Engineering,1.00 - 5.00
ENVENG 3200,Fundamentals of Environmental Engineering,3.00
ENVENG 3210,Environmental Engineering Unit Operations,3.00
ENVENG 3600,Technology Innovation for Sustainability,4.00
ENVENG 4090,Environmental Engineering Capstone Design,3.00
ENVENG 4193,Individual Studies in Environmental Engineering,1.00 - 5.00
ENVENG 4194,Group Studies in Environmental Engineering,1.00 - 5.00
ENVENG 4200,Environmental Engineering Unit Operations Lab,1.00
ENVENG 4218,Measurement and Modeling of Climate Change,3.00
ENVENG 4400,Integrated Environmental Chemical Fate and Transport,3.00
ENVENG 4600,Assessment for Human Rights and Sustainability,3.00
ENVENG 4998,Undergraduate Research in Environmental Engineering,1.00 - 5.00
ENVENG 4998H,Undergraduate Research in Environmental Engineering,1.00 - 5.00
ENVENG 4999,Environmental Engineering Research for Thesis,1.00 - 5.00
ENVENG 4999H,Environmental Engineering Research for Thesis,1.00 - 5.00
ENVENG 5110,Environmental Engineering Bioprocesses,3.00
ENVENG 5120,Bioremediation of Groundwater and Soil,3.00
ENVENG 5140,Air Quality Engineering,3.00
ENVENG 5170,Sustainability and the Circular Economy,3.00
ENVENG 5194,Group Studies in Environmental Engineering,1.00 - 5.00
ENVENG 5195,Engineering Design for Environmental Health,3.00
ENVENG 5210,Advanced Physical Chemical Treatment Processes,3.00
ENVENG 5217,Applied Mathematical Ecology,3.00
ENVENG 5410,Hazardous Waste Management and Remediation,2.00
ENVENG 5600,"Science, Engineering, and Public Policy",3.00
ENVENG 5718,Aquatic Chemistry,3.00
ENVENG 5719,Environmental Organic Chemistry,3.00
ENVENG 5760,Design of Urban Stormwater Control Measures,3.00
ENVENG 5850,Advanced Topics in Environmental Engineering,1.00 - 3.00
ENVENG 5880,Environmental Engineering Seminar,1.00
ENVENG 6020,Foundations of Data-Driven Sustainable Energy Systems,3.00
ENVENG 6100,Environmental Engineering Analytical Methods,3.00
ENVENG 6193,Individual Studies in Environmental Engineering,1.00 - 5.00
ENVENG 6194,Group Studies in Environmental Engineering,1.00 - 5.00
ENVENG 6200,Fundamentals of Environmental Engineering,3.00
ENVENG 6210,Environmental Engineering Unit Operations,3.00
ENVENG 6218,Measurement and Modeling of Climate Change for Graduate Students,3.00
ENVENG 6220,Data Analysis in Environmental Engineering,3.00
ENVENG 6400,Integrated Environmental Chemical Fate and Transport for Graduate Students,3.00
ENVENG 6600,Assessment for Human Rights and Sustainability,3.00
ENVENG 6610,"Analytic Frameworks for Analysis of Science, Engineering, and Policy",3.00
ENVENG 6999,Environmental Engineering Research Thesis,1.00 - 15.00
ENVENG 7220,Colloidal and Interfacial Processes in Aquatic Systems,3.00
ENVENG 8193,Individual Studies in Environmental Engineering,1.00 - 5.00
ENVENG 8194,Group Studies in Environmental Engineering,1.00 - 5.00
ENVENG 8998,Graduate Research in Environmental Engineering,1.00 - 15.00
ENVENG 8999,Environmental Engineering Research Dissertation,1.00 - 15.00
ISE 2010,Systems Modeling,3.00
ISE 2040.01,Engineering Economics In-Person,2.00
ISE 2040.02,Engineering Economics - Online,2.00
ISE 2194,Group Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 2400,Design of Work: Methods and Measurement,2.00
ISE 2500,Introduction to Manufacturing Engineering,3.00
ISE 3194,Group Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 3200,Linear and Integer Programming,3.00
ISE 3210,Nonlinear and Dynamic Optimization,3.00
ISE 3230,Systems Modeling and Optimization for Analytics,3.00
ISE 3400,Production Planning and Facilities Design,4.00
ISE 3500,Process Engineering for Machining Operations,3.00
ISE 3600,Workplace Ergonomics: Analysis and Design of Physical Work Systems,3.00
ISE 3700,Cognitive Engineering Systems,3.00
ISE 3800,Engineering Project Management,3.00
ISE 4100,Stochastic Modeling and Simulation,4.00
ISE 4120,Quality and Reliability Engineering,3.00
ISE 4193,Individual Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 4194,Group Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 4500,Manufacturing Process Engineering,3.00
ISE 4510,Manufacturing Engineering,3.00
ISE 4891,"Colloquia, Workshops, and Seminars in Integrated Systems Engineering",1.00 - 4.00
ISE 4900,Capstone Design,4.00
ISE 4998,Undergraduate Research in Integrated Systems Engineering,1.00 - 4.00
ISE 4998H,Honors Undergraduate Research in Integrated Systems Engineering,1.00 - 4.00
ISE 4999,Undergraduate Research for Thesis,1.00 - 4.00
ISE 4999H,Honors Undergraduate Research for Thesis,1.00 - 4.00
ISE 5043,Power Systems - Analysis and Operation,3.00
ISE 5110,Design of Engineering Experiments,3.00
ISE 5193,Individual Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 5194,Group Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 5200,Linear Optimization,3.00
ISE 5201,Theory of Linear Optimization,3.00
ISE 5220,Complementarity Theory & Applications,3.00
ISE 5225,Electricity Market Analytics,3.00
ISE 5230,Decomposition Techniques in Mathematical Programming,3.00
ISE 5350,Probabilistic Models and Methods in Operations Research,3.00
ISE 5410,Quantitative Models in Production and Distribution Logistics,3.00
ISE 5430,Warehouse and Facility Design,3.00
ISE 5450,Industrial Ecology,3.00
ISE 5463,Manufacturing of Energy Systems,3.00
ISE 5501,Fundamentals of Solid State Processing,3.00
ISE 5502,Molten Metal Processing,3.00
ISE 5503,Manufacturing Processes and Simulation,3.00
ISE 5520,Industrial Automation,1.50
ISE 5521,Advanced Sheet Forming Laboratory,1.50
ISE 5525,Industrial Robotics,1.50
ISE 5530,Fundamentals of Tool Engineering,3.00
ISE 5540,Polymer Processing Fundamentals,3.00
ISE 5550,Principles of Precision Engineering,3.00
ISE 5555,Manufacturing Processes and Machine Tools,3.00
ISE 5570,Manufacturing Data Processing and Analysis,3.00
ISE 5600,Principles of Occupational Biomechanics and Ergonomics,3.00
ISE 5610,Ergonomics in the Product Design Process,3.00
ISE 5620,Risk Assessment Tools for Occupational Musculoskeletal Disorders,3.00
ISE 5630,What Every Engineer and Designer Should Know about Human Factors Engineering,1.50
ISE 5640,Occupational Safety: Analysis and Design of Work Environments,3.00
ISE 5650,Introduction and Practical Experience in Ergonomics Research,1.00 - 3.00
ISE 5682.01,Fundamentals of Product Design Engineering,3.00
ISE 5682.02,Product Design Engineering for Entrepreneurs,3.00
ISE 5700,Introduction to Cognitive Systems Engineering,3.00
ISE 5705,Cognitive Engineering Systems: Distributed and Cooperative Work,3.00
ISE 5710,Behind Human Error: Safety and Complex Systems,3.00
ISE 5720,Human Systems Integration,3.00
ISE 5730,Information Analysis and Synthesis,3.00
ISE 5740,Cognitive Engineering Systems: Human-Centered Automation,3.00
ISE 5745,Human-Centered Machine Learning,3.00
ISE 5760,Visual Analytics and Sensemaking,3.00
ISE 5770,Cognitive Engineering Systems: Design and Evaluation,3.00
ISE 5800,Advanced Project Management,3.00
ISE 5810,Lean Sigma Foundations,4.00
ISE 5811,Lean Sigma Certification Project (Part I),3.00
ISE 5812,LeanSigma Certification Project II,3.00
ISE 5813,Integrated Lean Six Sigma Capstone Certification Experience,4.00
ISE 5815,Integrated LeanSigma Fundamentals,3.00
ISE 5820,Systems Thinking in Engineering and Design,3.00
ISE 5830,Decision Analysis,3.00
ISE 5870,Resilience Engineering,3.00
ISE 6020,Foundations of Data-Driven Sustainable Energy Systems,3.00
ISE 6120,Quality Improvement and Analytics,3.00
ISE 6193,Individual Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 6194,Group Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 6220,Network Optimization,3.00
ISE 6290,Stochastic Optimization,3.00
ISE 6300,Simulation for System Analytics and Decision-Making,3.00
ISE 6557,Advanced Metallic Materials and Processing,2.00
ISE 6801,Project Management for Engineers,3.00
ISE 6840,Market Engineering and Applications,4.00
ISE 6999,Research for Thesis in Industrial & Systems Engineering,1.00 - 15.00
ISE 7100,Advanced Simulation,3.00
ISE 7120,Advanced Quality Control and Improvement,3.00
ISE 7193,Individual Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 7194,Group Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 7200,Advanced Nonlinear Optimization,3.00
ISE 7202,Reinforcement Learning,3.00
ISE 7210,Large Scale Optimization,3.00
ISE 7230,Integer Optimization,3.00
ISE 7250,Operations Research Models and Methods,3.00
ISE 7270,Computational Optimization,3.00
ISE 7300,Stochastic Processes,3.00
ISE 7420,Sequencing and Scheduling,3.00
ISE 7510,Computational Analysis of Manufacturing Processes,3.00
ISE 7610,Advanced Topics in Biomechanics and Musculoskeletal Disorders: Spine Biomechanics,3.00
ISE 7615,Biomechanics Research Practicum: Experience in Spine Biomechanics,3.00
ISE 7620,Advanced Topics in Biomechanics and Musculoskeletal Disorders: Upper Extremity Biomechanics,3.00
ISE 7625,Biomechanics Research Practicum: Experience in Upper Extremity Biomechanics,3.00
ISE 7630,Advanced Topics in Biomechanics and Musculoskeletal Disorders: Contemporary Issues,3.00
ISE 7700,Cognitive Systems Engineering: Advanced Topics,3.00
ISE 7710,Cognitive Systems Engineering Research Practicum,3.00
ISE 7720,Cognitive Systems Engineering: Models and Methods,3.00
ISE 7881,Interdepartmental Seminar,1.00 - 4.00
ISE 7882,Interdepartmental Seminar for MBLE program,1.00 - 4.00
ISE 7883,Department Seminar,1.00
ISE 7891,"Colloquia, Workshops, and Seminars in Integrated Systems Engineering",1.00 - 4.00
ISE 8099,Special Topics in Systems Engineering,1.00 - 4.00
ISE 8194,Group Studies in Integrated Systems Engineering,1.00 - 4.00
ISE 8299,Special Topics in Optimization,1.00 - 4.00
ISE 8399,Special Topics in Stochastic Modeling,1.00 - 4.00
ISE 8499,Special Topics in Production/Manufacturing Systems,1.00 - 4.00
ISE 8599,Special Topics in Manufacturing Processes,1.00 - 4.00
ISE 8699,Special Topics in Physical Ergonomics,1.00 - 4.00
ISE 8850,Practice in Operations Research,3.00
ISE 8899,Special Topics in Integrated Systems,1.00 - 4.00
ISE 8998,Research in Integrated Systems Engineering,1.00 - 15.00
ISE 8999,Research in Integrated Systems Engineering for Dissertation,1.00 - 15.00
MATSCEN 2010,Introduction to Engineering Materials,3.00
MATSCEN 2193,Individual Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 2194,Group Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 2241,Structure and Characterization of Materials,3.00
MATSCEN 2251,Thermodynamics of Materials,3.00
MATSCEN 2321,Modeling and Simulation Lab I,3.00
MATSCEN 2331,Structure and Characterization Lab,2.00
MATSCEN 3141,Transformation and Processing of Materials,3.00
MATSCEN 3151,Transport Phenomena and Kinetics,3.00
MATSCEN 3189,Professional Practice in Industry,0.50 - 3.00
MATSCEN 3193.01,Individual Studies in Materials Science & Engineering,0.50 - 6.00
MATSCEN 3193.02,Individual Studies in Materials Science & Engineering,0.50 - 6.00
MATSCEN 3261,Introduction to the Mechanical Behavior of Materials,3.00
MATSCEN 3271,Electronic Properties,3.00
MATSCEN 3321,Modeling and Simulation Lab II,2.00
MATSCEN 3331,Materials Science and Engineering Lab I,2.00
MATSCEN 3332,Materials Science and Engineering Lab II,2.00
MATSCEN 3333,Materials Science and Engineering Laboratory for Welding Engineering Students,2.00
MATSCEN 3611,Biological Response to Biomaterials,3.00
MATSCEN 4181,Materials Selection,2.00
MATSCEN 4193.01,Individual Studies in Materials Science & Engineering,0.50 - 6.00
MATSCEN 4193.02,Individual Studies in Materials Science & Engineering,0.50 - 6.00
MATSCEN 4194,Group Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 4321,Modeling and Simulation-Based Design,3.00
MATSCEN 4381.01,Design and Professional Practice I,3.00
MATSCEN 4381.02,"Design and Professional Practice I, Biomedical",3.00
MATSCEN 4382.01,Design and Professional Practice II,3.00
MATSCEN 4382.02,"Design and Professional Practice II, Biomedical",3.00
MATSCEN 4891,Junior Seminar I,1.00
MATSCEN 4892,Junior Seminar II,1.00
MATSCEN 4998,Undergraduate Research,0.50 - 3.00
MATSCEN 4999,Undergraduate Research,0.50 - 3.00
MATSCEN 4999H,Undergraduate Honors Research,0.50 - 3.00
MATSCEN 5193.01,Individual Studies in Materials Science & Engineering,0.00 - 6.00
MATSCEN 5193.02,Individual Studies in Materials Science & Engineering,0.00 - 6.00
MATSCEN 5194,Group Studies in Materials Science & Engineering,0.00 - 6.00
MATSCEN 5237,Photovoltaics Laboratory,4.00
MATSCEN 5321,Computational Thermodynamics and Kinetics,2.00
MATSCEN 5431,Advanced Metals Laboratory,1.00
MATSCEN 5441,Physical Metallurgy,3.00
MATSCEN 5451,Molten Metal Processing,3.00
MATSCEN 5531,Ceramics Processing Laboratory,1.00
MATSCEN 5532,"Electronic, Optical, and Magnetic Properties Laboratory",1.00
MATSCEN 5541,Structure and Properties of Amorphous Materials,3.00
MATSCEN 5551,Ceramic Processing,3.00
MATSCEN 5552,Nanoscale Synthesis and Processing of Electronic Materials,3.00
MATSCEN 5571,Electroceramics,3.00
MATSCEN 5571.71,Electroceramics I: Electronic and Ionic Conductors,1.50
MATSCEN 5571.72,"Electroceramics II: Dielectric, Magnetic, and Optical Ceramics",1.50
MATSCEN 5572,Materials for Energy Technology,3.00
MATSCEN 5575,Ultrafast Laser Materials Processing,3.00
MATSCEN 5605,Quantitative Introduction to Materials Science,3.00
MATSCEN 5611,Materials in Medicine,3.00
MATSCEN 5631,Biomaterials Laboratory,1.00
MATSCEN 5641,Structure-Property Relationships of Polymers,3.00
MATSCEN 5651,Biomaterials Processing,3.00
MATSCEN 5655,Biomedical Device Additive Manufacturing,3.00
MATSCEN 5711.70,Introduction to Composites,1.50
MATSCEN 5761.71,Mechanical Behavior of Crystalline Solids at Lower Temperature,1.50
MATSCEN 5761.72,Mechanical Behavior of Crystalline Solids at High Temperatures,1.50
MATSCEN 5762,Mechanical Behavior and Deformation Mechanisms of Noncrystalline Solids,3.00
MATSCEN 5763.70,Fracture and Fatigue of Engineering Materials,1.50
MATSCEN 5774,Polymer Membranes,3.00
MATSCEN 5951,Corrosion,3.00
MATSCEN 5952,Failure Analysis of Materials,3.00
MATSCEN 5971,Solid State Science,3.00
MATSCEN 6193.01,Individual Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 6193.02,Individual Studies in Materials Science & Engineering,0.00 - 6.00
MATSCEN 6194,Group Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 6295,Superconducting Materials and Properties,2.00
MATSCEN 6700,Essentials of Materials Science for High School Educators,2.00
MATSCEN 6715,Principles of the Characterization of Materials,2.00
MATSCEN 6730,Thermodynamics of Materials,3.00
MATSCEN 6735,Corrosion Science and Materials Electrochemistry,2.00
MATSCEN 6737,Diffusion and Interface Kinetics,3.00
MATSCEN 6740,Practical Scanning Electron Microscopy Laboratory,2.00
MATSCEN 6741,Practical Transmission Electron Microscopy Lab,2.00
MATSCEN 6747,Structure and Defects in Materials,3.00
MATSCEN 6750,Nuclear Materials and Irradiation Effects in Materials,2.00
MATSCEN 6756,Computational Materials Modeling,2.00
MATSCEN 6756.71,Computational Materials Modeling - Continuum Scale,1.00
MATSCEN 6756.72,Computational Materials Modeling - Atomic Scale,1.00
MATSCEN 6757,Advanced Metallic Materials and Processing,2.00
MATSCEN 6765,Mechanical Behavior of Materials,3.00
MATSCEN 6777,Electronic Properties of Materials,2.00
MATSCEN 6778,Magnetic Materials,2.00
MATSCEN 6999,Graduate Research in Materials Science and Engineering,0.50 - 18.00
MATSCEN 7193.01,Individual Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 7193.02,Individual Studies in Materials Science & Engineering,0.00 - 6.00
MATSCEN 7194,Group Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 7531,Epitaxial Heterostructures,2.00
MATSCEN 7575,Ultrafast Laser Materials Processing,3.00
MATSCEN 7818,Advanced Topics in Corrosion Science,2.00
MATSCEN 7835,Point Defects in Crystalline Materials,2.00
MATSCEN 7845,Solid Surfaces and Interfaces,2.00
MATSCEN 7850,Structural Transformations,2.00
MATSCEN 7855,"Electron Diffraction, Imaging and Spectroscopies",2.00
MATSCEN 7861,Plasticity,2.00
MATSCEN 7862,Microstructural Elasticity,2.00
MATSCEN 7895,Graduate Seminar in Materials Science and Engineering,1.00
MATSCEN 8000,MSE PhD Dissertation Overview,1.00
MATSCEN 8193.01,Individual Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 8193.02,Individual Studies in Materials Science & Engineering,0.00 - 6.00
MATSCEN 8194,Group Studies in Materials Science and Engineering,0.00 - 6.00
MATSCEN 8999,Graduate Research in Materials Science and Engineering,0.50 - 18.00
MECHENG 2010,Statics,2.00
MECHENG 2010H,Statics,2.00
MECHENG 2020,Introduction to Mechanics of Materials,3.00
MECHENG 2030,Dynamics,3.00
MECHENG 2040,Statics and Introduction to Mechanics of Materials,4.00
MECHENG 2193,Individual Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 2194,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 2194H,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 2850.01,Numerical Methods in Mechanical Engineering,3.00
MECHENG 2850.02,Numerical Methods in Mechanical Engineering,3.00
MECHENG 2900,Introduction to Design in Mechanical Engineering,3.00
MECHENG 3260,System Dynamics and Vibrations,3.00
MECHENG 3360,System Integration and Control,3.00
MECHENG 3500,Engineering Thermal Sciences,3.00
MECHENG 3501,Introduction to Engineering Thermodynamics,3.00
MECHENG 3503,Introduction to Fluid Mechanics,3.00
MECHENG 3670,Design and Analysis of Machine Elements I,2.00
MECHENG 3671,Design and Analysis of Machine Elements II,3.00
MECHENG 3751,Kinematics and Mechanism Design,2.00
MECHENG 3870,Introduction to Measurements and Data Analysis in Mechanical Engineering,3.00
MECHENG 4193.01,Individual Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 4193.02,Individual Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 4194,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 4194H,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 4505,Introduction to Nuclear Science and Engineering,3.00
MECHENG 4510,Heat Transfer,3.00
MECHENG 4536,Nuclear Reactor Systems,3.00
MECHENG 4870,Multidisciplinary Mechanical Engineering Laboratory,2.00
MECHENG 4901.01,ME Capstone Design I: General Projects,2.50
MECHENG 4902.01,ME Capstone Design I: Student Design Competitions,2.50
MECHENG 4902.02,ME Capstone Design II: Student Design Competitions,2.50
MECHENG 4903.01,ME Capstone Design I: Industry Projects,2.50
MECHENG 4903.02,ME Capstone Design II: Industry Projects,2.50
MECHENG 4904.01,ME Capstone Design I: Humanitarian Projects,2.50
MECHENG 4904.02,ME Capstone Design II: Humanitarian Projects,2.50
MECHENG 4905.01,ME Capstone Design I: Assistive Devices,2.50
MECHENG 4905.02,ME Capstone Design II: Assistive Devices,2.50
MECHENG 4906.01,ME Capstone Design I: Product Design Capstone,2.50
MECHENG 4906.02,ME Capstone Design II: Product Design Capstone,2.50
MECHENG 4998,Undergraduate Research in Mechanical Engineering,1.00 - 2.00
MECHENG 4998H,Undergraduate Research in Mechanical Engineering,1.00 - 2.00
MECHENG 4999,Mechanical Engineering Undergraduate Research for Thesis,1.00 - 3.00
MECHENG 4999H,Mechanical Engineering Undergraduate Research for Thesis,1.00 - 3.00
MECHENG 5003,Nuclear Reactor Systems and Analysis,3.00
MECHENG 5030,Intermediate Dynamics,3.00
MECHENG 5134,Introduction to Vibrations of Deformable Solids,3.00
MECHENG 5139,Applied Finite Element Method,3.00
MECHENG 5144,Engineering Fracture Mechanics,3.00
MECHENG 5162,Introduction to Laminated Composite Materials,3.00
MECHENG 5180,Mechanics of Biomolecular Systems,3.00
MECHENG 5194,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 5234,Vehicle Dynamics,4.00
MECHENG 5240,Mechanical Vibrations,3.00
MECHENG 5241,Engineering Acoustics,3.00
MECHENG 5339,Simulation Techniques for Dynamic Systems,3.00
MECHENG 5372,Theory and Applications of Feedback Control,3.00
MECHENG 5374,Smart Materials and Intelligent Systems,3.00
MECHENG 5427,Introduction to Turbomachinery,3.00
MECHENG 5463,Introduction to Real Time Robotics Systems,3.00
MECHENG 5502,Engineering Thermodynamics,3.00
MECHENG 5530,Internal Combustion Engines,3.00
MECHENG 5531,Automotive Powertrain Laboratory,3.00
MECHENG 5535,Advanced Topics in Solar Energy Systems,3.00
MECHENG 5539,Applied Computational Fluid Dynamics and Heat Transfer,3.00
MECHENG 5541,"Heating, Ventilating, and Air Conditioning",3.00
MECHENG 5550,Engineering Principles in Cancer,3.00
MECHENG 5600,Applied Project Management in Product Development Team Environments,3.00
MECHENG 5670,Advanced MCAD modeling with CATIA,3.00
MECHENG 5680,Computer Aided Design and Manufacturing,4.00
